age,workclass,education,education-num,marital-status,occupation,relationship,race,capital-gain,capital-loss,hours-per-week,native-country,label,pa
48.0,State-gov,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,0.0,0.0,35.0,United-States,1,1
27.0,State-gov,Bachelors,13.0,Never-married,Prof-specialty,Unmarried,,,0.0,50.0,United-States,0,1
43.0,Private,Masters,14.0,Never-married,,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
,Private,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,0.0,0.0,50.0,Philippines,0,0
55.0,Private,Some-college,10.0,,Exec-managerial,Husband,White,,0.0,60.0,United-States,1,1
31.0,Private,HS-grad,9.0,Never-married,Machine-op-inspct,Not-in-family,Black,,0.0,40.0,United-States,0,1
34.0,,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,,0.0,48.0,,0,1
,Private,HS-grad,9.0,Divorced,Farming-fishing,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
37.0,Private,,13.0,Divorced,Other-service,Not-in-family,White,0.0,0.0,,United-States,0,1
21.0,Private,Some-college,10.0,Never-married,Prof-specialty,Own-child,White,0.0,0.0,10.0,United-States,0,1
35.0,Private,Assoc-voc,,Married-civ-spouse,Adm-clerical,Husband,Black,0.0,0.0,40.0,United-States,0,1
28.0,,,10.0,Divorced,Other-service,Not-in-family,White,0.0,0.0,30.0,United-States,0,0
62.0,Private,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,,0.0,40.0,United-States,0,0
,,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,0.0,0.0,40.0,United-States,0,1
34.0,Private,Bachelors,13.0,Never-married,Machine-op-inspct,Not-in-family,White,0.0,0.0,39.0,,0,0
32.0,Private,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,0.0,1590.0,40.0,United-States,0,0
70.0,Private,,10.0,Widowed,,Not-in-family,White,0.0,0.0,34.0,United-States,0,0
23.0,Private,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,0.0,0.0,50.0,United-States,0,1
30.0,Private,HS-grad,9.0,Never-married,Craft-repair,Own-child,,,0.0,48.0,United-States,0,1
57.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,40.0,United-States,0,1
34.0,Self-emp-not-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,35.0,United-States,1,1
24.0,,,6.0,Married-civ-spouse,Other-service,Husband,White,0.0,0.0,40.0,Mexico,0,1
41.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,35.0,United-States,1,1
38.0,Self-emp-not-inc,7th-8th,4.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,40.0,Mexico,0,1
,Private,Assoc-acdm,12.0,Divorced,Adm-clerical,,White,0.0,0.0,40.0,United-States,0,0
43.0,Private,Bachelors,13.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,0.0,0.0,,United-States,0,1
,Private,Some-college,10.0,,,Not-in-family,,0.0,0.0,40.0,United-States,0,0
,,Bachelors,13.0,,Exec-managerial,Husband,White,0.0,,40.0,United-States,1,1
42.0,Private,HS-grad,,Divorced,Machine-op-inspct,Unmarried,White,0.0,0.0,48.0,United-States,0,1
,Private,Some-college,10.0,Divorced,,Unmarried,White,,0.0,,United-States,0,0
42.0,Private,Bachelors,,Married-civ-spouse,Tech-support,,White,0.0,0.0,45.0,United-States,1,1
48.0,Private,Some-college,10.0,Divorced,Handlers-cleaners,Other-relative,Black,0.0,0.0,40.0,United-States,0,1
70.0,Private,HS-grad,9.0,Divorced,Other-service,Not-in-family,White,0.0,0.0,,United-States,0,0
37.0,,9th,5.0,Divorced,Craft-repair,Own-child,,0.0,0.0,35.0,United-States,0,1
51.0,Private,Assoc-voc,,Separated,Prof-specialty,Unmarried,White,0.0,0.0,40.0,,0,0
35.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,0.0,0.0,40.0,Mexico,0,1
59.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,99999.0,0.0,43.0,United-States,1,1
57.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,0.0,50.0,United-States,1,1
26.0,Private,HS-grad,9.0,Never-married,,Own-child,White,0.0,0.0,20.0,,0,1
26.0,Private,5th-6th,3.0,,Craft-repair,Not-in-family,Other,0.0,0.0,,Mexico,0,1
,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,0.0,0.0,35.0,United-States,0,1
34.0,Private,HS-grad,9.0,Divorced,Machine-op-inspct,Unmarried,White,0.0,0.0,40.0,United-States,0,0
56.0,Private,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,8614.0,0.0,55.0,United-States,1,0
25.0,Private,Bachelors,13.0,,Adm-clerical,Own-child,Asian-Pac-Islander,0.0,,40.0,United-States,0,0
46.0,Self-emp-not-inc,Prof-school,,Married-civ-spouse,Prof-specialty,Husband,White,0.0,2415.0,80.0,United-States,1,1
22.0,Private,HS-grad,9.0,Married-civ-spouse,,Husband,,0.0,0.0,20.0,,0,1
32.0,Private,Assoc-voc,11.0,Divorced,Other-service,Unmarried,White,,0.0,40.0,,0,0
72.0,Self-emp-not-inc,,10.0,Married-civ-spouse,Sales,Husband,,0.0,0.0,40.0,United-States,0,1
36.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,40.0,United-States,0,1
28.0,Private,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Wife,White,0.0,0.0,45.0,United-States,1,0
76.0,,9th,5.0,Widowed,,Not-in-family,White,0.0,0.0,25.0,United-States,0,1
37.0,Private,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,,40.0,United-States,0,1
42.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,0.0,50.0,,1,1
44.0,Private,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,,0.0,0.0,44.0,United-States,0,1
,Private,Some-college,,Married-civ-spouse,Prof-specialty,Wife,White,7298.0,0.0,21.0,United-States,1,0
53.0,State-gov,Doctorate,16.0,,Prof-specialty,Husband,White,0.0,0.0,40.0,United-States,0,1
28.0,Private,Some-college,10.0,Never-married,,Not-in-family,White,0.0,0.0,50.0,United-States,0,1
69.0,Private,Bachelors,13.0,Married-civ-spouse,Handlers-cleaners,Husband,White,0.0,0.0,20.0,United-States,0,1
20.0,Private,Some-college,10.0,Never-married,Other-service,Own-child,White,,0.0,27.0,United-States,0,1
33.0,Private,Some-college,10.0,Never-married,Sales,Not-in-family,White,0.0,0.0,50.0,United-States,0,1
47.0,Private,HS-grad,,Married-civ-spouse,,Husband,Black,,0.0,60.0,,1,1
50.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,1977.0,35.0,,1,1
,Private,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,45.0,United-States,0,1
20.0,Private,HS-grad,,Never-married,Craft-repair,Own-child,White,0.0,0.0,40.0,,0,1
42.0,Local-gov,Bachelors,,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,50.0,United-States,0,1
23.0,Private,HS-grad,9.0,Never-married,Tech-support,Other-relative,Asian-Pac-Islander,0.0,0.0,40.0,Vietnam,0,1
24.0,,,9.0,Separated,,Not-in-family,Black,0.0,0.0,,Germany,0,1
32.0,Private,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,0.0,0.0,45.0,,0,0
,Private,,13.0,Widowed,Sales,Unmarried,Black,0.0,0.0,,United-States,0,1
35.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,40.0,United-States,0,1
40.0,Private,Masters,14.0,Married-civ-spouse,Exec-managerial,,,,0.0,50.0,,1,1
25.0,Private,,10.0,Never-married,Machine-op-inspct,Own-child,Black,0.0,,40.0,,0,1
34.0,State-gov,Doctorate,16.0,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,0.0,0.0,20.0,China,0,1
,Private,Assoc-voc,11.0,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,0.0,0.0,,South,0,1
,Local-gov,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,,40.0,United-States,1,1
55.0,Local-gov,,14.0,,Prof-specialty,Unmarried,White,0.0,0.0,45.0,United-States,0,0
26.0,Private,Masters,14.0,Never-married,Prof-specialty,Not-in-family,,0.0,1669.0,40.0,United-States,0,0
42.0,,HS-grad,9.0,,,Husband,White,0.0,0.0,60.0,Dominican-Republic,0,1
39.0,Private,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,60.0,United-States,0,1
52.0,Private,HS-grad,9.0,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,0.0,0.0,40.0,,1,1
42.0,Private,Some-college,,Separated,Exec-managerial,Not-in-family,White,0.0,0.0,60.0,Canada,0,1
25.0,Private,Bachelors,13.0,Never-married,Sales,Not-in-family,White,3325.0,0.0,48.0,United-States,0,1
27.0,Private,Bachelors,13.0,Never-married,Sales,Own-child,White,0.0,0.0,35.0,United-States,0,1
30.0,Self-emp-not-inc,,,Never-married,Craft-repair,Own-child,,0.0,0.0,40.0,United-States,0,1
23.0,State-gov,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,10520.0,,40.0,,1,1
47.0,Self-emp-not-inc,Bachelors,,Married-civ-spouse,Sales,Husband,White,0.0,1887.0,40.0,United-States,1,1
58.0,,Bachelors,13.0,Divorced,,Not-in-family,White,,0.0,,United-States,0,1
18.0,,HS-grad,9.0,Never-married,,Own-child,White,0.0,0.0,20.0,United-States,0,0
52.0,Private,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,0.0,0.0,35.0,United-States,0,0
,Private,HS-grad,9.0,Never-married,Sales,Not-in-family,White,0.0,0.0,48.0,United-States,0,0
58.0,Self-emp-inc,HS-grad,,Married-civ-spouse,,,White,0.0,0.0,55.0,United-States,1,1
35.0,Private,,9.0,Never-married,Adm-clerical,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
31.0,Private,Assoc-voc,11.0,Never-married,Farming-fishing,Own-child,White,0.0,0.0,40.0,United-States,0,1
46.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,3103.0,,60.0,United-States,1,1
43.0,,Masters,14.0,Married-civ-spouse,,Husband,White,5178.0,0.0,40.0,United-States,1,1
21.0,Private,HS-grad,9.0,Never-married,Other-service,Other-relative,,0.0,0.0,35.0,United-States,0,0
,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,1740.0,60.0,United-States,0,1
24.0,Private,Bachelors,13.0,Never-married,Sales,,White,0.0,0.0,35.0,United-States,0,0
22.0,,HS-grad,,Never-married,Machine-op-inspct,Not-in-family,White,0.0,0.0,48.0,United-States,0,0
39.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,0.0,0.0,25.0,Mexico,0,1
34.0,State-gov,,9.0,Married-civ-spouse,,Husband,Black,0.0,0.0,40.0,United-States,0,1
58.0,Private,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,40.0,United-States,1,1
26.0,,Bachelors,13.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,25.0,United-States,0,1
29.0,Private,HS-grad,9.0,Married-civ-spouse,,Husband,Amer-Indian-Eskimo,0.0,,40.0,United-States,0,1
67.0,,Bachelors,13.0,Married-civ-spouse,,Husband,White,0.0,0.0,40.0,United-States,0,1
28.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Adm-clerical,,,0.0,0.0,35.0,Haiti,0,0
62.0,Local-gov,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,,0.0,40.0,United-States,0,1
54.0,Private,5th-6th,3.0,Married-civ-spouse,Transport-moving,,White,0.0,,40.0,United-States,1,1
36.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,0.0,65.0,United-States,0,1
,Private,12th,8.0,Never-married,Handlers-cleaners,Own-child,White,0.0,0.0,18.0,United-States,0,1
25.0,,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,,40.0,United-States,0,1
48.0,Private,Some-college,10.0,Never-married,Craft-repair,Not-in-family,Black,0.0,0.0,40.0,United-States,0,0
56.0,,10th,6.0,Married-civ-spouse,Craft-repair,Husband,,0.0,0.0,70.0,,0,1
30.0,Private,Prof-school,15.0,Never-married,Tech-support,Own-child,White,0.0,0.0,24.0,United-States,0,0
41.0,,HS-grad,,Divorced,Exec-managerial,Unmarried,White,0.0,0.0,40.0,,0,0
59.0,,HS-grad,9.0,Divorced,Tech-support,,White,0.0,0.0,60.0,United-States,1,1
,Private,11th,7.0,,Craft-repair,Husband,White,0.0,0.0,40.0,United-States,0,1
30.0,Private,HS-grad,9.0,,Sales,Unmarried,White,0.0,,,United-States,0,0
,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,0.0,0.0,40.0,United-States,0,1
19.0,,HS-grad,9.0,Never-married,,Other-relative,White,0.0,0.0,30.0,United-States,0,0
30.0,Private,Bachelors,13.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,0.0,,15.0,,0,1
47.0,Private,,11.0,Divorced,Sales,Unmarried,Black,0.0,0.0,25.0,United-States,0,0
,Private,HS-grad,,Married-civ-spouse,Sales,Husband,White,0.0,0.0,40.0,United-States,1,1
31.0,Private,,9.0,Married-civ-spouse,,Husband,Asian-Pac-Islander,0.0,0.0,40.0,United-States,0,1
,Private,Assoc-acdm,12.0,Divorced,Adm-clerical,Unmarried,White,0.0,0.0,,United-States,0,0
,Private,HS-grad,9.0,Never-married,Other-service,Not-in-family,,0.0,,40.0,United-States,0,0
28.0,Private,Some-college,10.0,Married-civ-spouse,,Husband,White,0.0,0.0,63.0,United-States,0,1
38.0,Private,HS-grad,9.0,Married-civ-spouse,,Husband,White,0.0,0.0,40.0,United-States,0,1
26.0,Private,HS-grad,9.0,,Machine-op-inspct,Not-in-family,White,0.0,0.0,40.0,United-States,0,0
44.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,,White,0.0,0.0,40.0,United-States,1,1
40.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,4386.0,0.0,50.0,United-States,0,1
53.0,State-gov,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,0.0,0.0,28.0,,1,0
31.0,Private,Some-college,10.0,Married-civ-spouse,,Own-child,White,0.0,0.0,50.0,United-States,0,1
18.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,White,0.0,0.0,,United-States,0,0
43.0,Self-emp-inc,HS-grad,9.0,,Farming-fishing,Husband,White,0.0,0.0,45.0,United-States,0,1
,Private,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,0.0,,35.0,United-States,0,1
19.0,State-gov,HS-grad,9.0,Never-married,Adm-clerical,Own-child,,0.0,0.0,40.0,United-States,0,0
36.0,Private,,9.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,,United-States,0,1
19.0,,Some-college,10.0,Never-married,,Own-child,White,0.0,0.0,40.0,United-States,0,1
25.0,Private,,14.0,Never-married,Prof-specialty,Own-child,White,0.0,0.0,60.0,United-States,0,0
36.0,Private,11th,7.0,Married-civ-spouse,Craft-repair,Husband,White,,,60.0,,0,1
22.0,Private,Some-college,10.0,Never-married,Other-service,Unmarried,White,0.0,0.0,50.0,United-States,0,0
42.0,,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,,40.0,,0,1
33.0,State-gov,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,0.0,0.0,40.0,United-States,0,0
38.0,Private,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,0.0,0.0,,United-States,0,1
21.0,,Some-college,10.0,Married-civ-spouse,,Wife,White,,,40.0,United-States,0,0
33.0,State-gov,HS-grad,9.0,Married-civ-spouse,,Husband,White,0.0,0.0,40.0,United-States,0,1
52.0,Self-emp-not-inc,HS-grad,9.0,Divorced,,Not-in-family,Black,0.0,0.0,40.0,United-States,0,1
30.0,Private,Some-college,10.0,Never-married,Sales,,White,0.0,0.0,30.0,United-States,0,1
18.0,State-gov,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,0.0,0.0,10.0,United-States,0,1
,State-gov,Some-college,10.0,,,Husband,Asian-Pac-Islander,0.0,0.0,24.0,,0,1
17.0,Private,10th,6.0,Never-married,Other-service,Other-relative,White,0.0,0.0,40.0,,0,1
48.0,Private,Some-college,10.0,,Adm-clerical,Not-in-family,White,0.0,0.0,40.0,United-States,0,0
66.0,,7th-8th,4.0,Married-civ-spouse,,Husband,White,0.0,0.0,32.0,United-States,0,1
46.0,,Some-college,10.0,Divorced,Tech-support,Not-in-family,White,0.0,0.0,40.0,United-States,0,0
55.0,Private,HS-grad,9.0,Divorced,Exec-managerial,Not-in-family,,0.0,0.0,60.0,United-States,1,1
28.0,Private,Bachelors,13.0,Never-married,,Not-in-family,White,0.0,,40.0,United-States,0,0
33.0,Private,HS-grad,9.0,,Other-service,Unmarried,White,0.0,0.0,40.0,United-States,0,0
44.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,24.0,,0,1
43.0,Private,HS-grad,,Divorced,Exec-managerial,Unmarried,White,0.0,0.0,,United-States,0,0
42.0,Private,Some-college,10.0,Never-married,Exec-managerial,,White,0.0,0.0,40.0,United-States,0,0
39.0,Private,Assoc-voc,11.0,Divorced,Exec-managerial,Unmarried,Black,0.0,0.0,40.0,United-States,0,0
23.0,Private,10th,6.0,Never-married,Handlers-cleaners,Unmarried,White,0.0,,,United-States,0,1
20.0,State-gov,Some-college,10.0,Never-married,Other-service,Own-child,White,0.0,0.0,20.0,United-States,0,0
29.0,Private,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,0.0,0.0,35.0,United-States,1,1
54.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,65.0,United-States,0,1
34.0,Private,,11.0,,Adm-clerical,,White,0.0,0.0,40.0,United-States,0,0
30.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,40.0,United-States,1,1
59.0,,11th,7.0,Married-civ-spouse,Sales,Husband,White,0.0,0.0,60.0,United-States,0,1
40.0,Private,7th-8th,,Divorced,Farming-fishing,Unmarried,White,0.0,0.0,,United-States,0,0
37.0,Private,HS-grad,9.0,Separated,Craft-repair,,White,0.0,0.0,40.0,,0,1
45.0,Private,,9.0,Married-civ-spouse,Craft-repair,Husband,White,,0.0,40.0,United-States,0,1
55.0,,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,7298.0,0.0,40.0,United-States,1,1
49.0,Local-gov,,10.0,,Protective-serv,Husband,White,0.0,0.0,44.0,United-States,1,1
67.0,,Masters,14.0,Married-civ-spouse,,Husband,White,0.0,,,United-States,0,1
49.0,Self-emp-not-inc,Assoc-acdm,12.0,Divorced,Exec-managerial,,White,0.0,0.0,25.0,United-States,0,1
30.0,Federal-gov,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,White,,0.0,40.0,,1,1
56.0,Federal-gov,Some-college,10.0,Divorced,Adm-clerical,,Black,,0.0,40.0,United-States,0,0
29.0,Private,Some-college,10.0,Never-married,,Not-in-family,,0.0,0.0,40.0,United-States,0,0
33.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,,White,0.0,0.0,,United-States,0,1
25.0,Private,Some-college,10.0,Never-married,Sales,Own-child,White,0.0,0.0,,United-States,0,1
28.0,Private,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Husband,White,,0.0,70.0,United-States,1,1
23.0,Private,HS-grad,9.0,,Machine-op-inspct,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Farming-fishing,Wife,White,0.0,0.0,50.0,United-States,0,0
37.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,0.0,0.0,40.0,United-States,1,1
,,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,0.0,0.0,40.0,United-States,1,0
32.0,Federal-gov,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,0.0,0.0,35.0,United-States,1,1
26.0,Private,,13.0,Never-married,Exec-managerial,Not-in-family,White,0.0,0.0,45.0,United-States,0,0
,Federal-gov,Some-college,10.0,Divorced,,Own-child,White,0.0,0.0,40.0,,0,1
36.0,Private,9th,5.0,Married-civ-spouse,Sales,,White,0.0,0.0,50.0,United-States,1,1
30.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,,White,0.0,0.0,50.0,United-States,1,1
27.0,Private,,,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,50.0,United-States,0,1
21.0,Private,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,0.0,0.0,55.0,United-States,0,1
22.0,,,9.0,Married-civ-spouse,Machine-op-inspct,Husband,,,0.0,40.0,United-States,0,1
43.0,Local-gov,HS-grad,9.0,,Craft-repair,,,0.0,0.0,40.0,,0,1
20.0,Private,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,0.0,0.0,40.0,United-States,0,1
30.0,Private,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,0.0,,United-States,1,1
,,,14.0,Married-civ-spouse,Tech-support,Husband,White,,0.0,40.0,United-States,1,1
42.0,Private,Assoc-voc,11.0,Separated,Prof-specialty,,,0.0,0.0,40.0,United-States,0,0
29.0,Private,Assoc-voc,11.0,,Other-service,Unmarried,White,0.0,0.0,45.0,Columbia,0,0
44.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,0.0,0.0,52.0,United-States,1,1
28.0,Private,Assoc-acdm,12.0,Divorced,Exec-managerial,Not-in-family,White,0.0,0.0,43.0,United-States,0,0
42.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,,0.0,0.0,40.0,United-States,1,1
26.0,Private,Bachelors,13.0,Never-married,,Own-child,White,0.0,0.0,40.0,United-States,0,1
29.0,Private,Some-college,10.0,Divorced,Prof-specialty,Own-child,White,0.0,0.0,,,0,0
42.0,Private,Bachelors,13.0,Divorced,Adm-clerical,Unmarried,White,0.0,0.0,30.0,United-States,0,1
30.0,,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,0.0,0.0,50.0,United-States,0,1
,State-gov,Some-college,10.0,Never-married,Other-service,,,0.0,0.0,10.0,United-States,0,0
59.0,Private,,9.0,Married-civ-spouse,Exec-managerial,,White,0.0,,30.0,United-States,1,1
21.0,,Some-college,10.0,,,Own-child,White,0.0,0.0,30.0,United-States,0,1
56.0,Private,HS-grad,9.0,Divorced,Transport-moving,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
39.0,Private,Preschool,1.0,Never-married,Other-service,Not-in-family,White,0.0,,12.0,United-States,0,0
21.0,Private,Some-college,,Never-married,Adm-clerical,Own-child,Black,0.0,,50.0,United-States,0,1
48.0,Private,Bachelors,13.0,Married-spouse-absent,Prof-specialty,,White,0.0,0.0,37.0,,1,1
,State-gov,HS-grad,9.0,Married-civ-spouse,,Husband,Black,0.0,0.0,40.0,United-States,0,1
43.0,Private,,,Separated,Exec-managerial,Unmarried,White,0.0,0.0,60.0,United-States,1,1
23.0,Private,Assoc-voc,11.0,Never-married,,Own-child,White,0.0,0.0,15.0,,0,0
17.0,,10th,6.0,Never-married,,Other-relative,White,0.0,0.0,12.0,United-States,0,1
41.0,Private,Bachelors,13.0,Married-civ-spouse,,Husband,Asian-Pac-Islander,0.0,0.0,40.0,Japan,1,1
35.0,Self-emp-inc,Masters,14.0,Married-civ-spouse,Adm-clerical,Husband,White,0.0,0.0,,United-States,0,1
22.0,,Some-college,10.0,Never-married,Sales,Own-child,White,0.0,0.0,35.0,,0,1
53.0,Private,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,0.0,0.0,,United-States,0,0
42.0,Private,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,,0.0,40.0,United-States,0,0
36.0,Private,HS-grad,9.0,Separated,Adm-clerical,,Black,0.0,0.0,40.0,United-States,0,0
44.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,0.0,0.0,50.0,United-States,0,1
27.0,Private,,13.0,Married-civ-spouse,Adm-clerical,Wife,White,0.0,0.0,40.0,Cuba,1,0
39.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Exec-managerial,,White,,0.0,,United-States,0,1
59.0,Private,9th,5.0,Married-civ-spouse,Machine-op-inspct,Husband,White,0.0,0.0,40.0,United-States,0,1
34.0,Local-gov,Some-college,10.0,Never-married,Other-service,Not-in-family,White,0.0,0.0,48.0,United-States,0,1
17.0,Private,12th,,Never-married,Sales,Own-child,White,0.0,,23.0,,0,0
31.0,Private,HS-grad,9.0,,Craft-repair,Husband,,0.0,,,United-States,0,1
59.0,,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,,0.0,0.0,12.0,United-States,0,1
39.0,Private,Some-college,10.0,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,0.0,0.0,,United-States,0,0
46.0,State-gov,Bachelors,,Married-civ-spouse,Prof-specialty,Husband,Black,0.0,0.0,40.0,United-States,1,1
31.0,Private,HS-grad,,Married-spouse-absent,Other-service,Not-in-family,,0.0,0.0,80.0,Italy,0,0
27.0,Private,Bachelors,13.0,Never-married,Sales,Not-in-family,White,0.0,1504.0,45.0,United-States,0,1
18.0,Private,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,0.0,0.0,12.0,United-States,0,1
46.0,Private,,10.0,Married-civ-spouse,Exec-managerial,Husband,White,0.0,0.0,60.0,United-States,1,1
55.0,Private,,13.0,,Adm-clerical,Husband,White,0.0,0.0,40.0,United-States,1,1
48.0,Private,Bachelors,,Divorced,Handlers-cleaners,,White,0.0,0.0,43.0,,0,1
53.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,0.0,0.0,26.0,United-States,0,0
44.0,Self-emp-not-inc,Bachelors,13.0,,Exec-managerial,Husband,Asian-Pac-Islander,0.0,0.0,48.0,South,1,1
43.0,Private,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,0.0,0.0,50.0,United-States,0,1
50.0,Private,HS-grad,9.0,Separated,Adm-clerical,Other-relative,White,0.0,0.0,40.0,United-States,0,0
56.0,Private,7th-8th,4.0,Divorced,Machine-op-inspct,Not-in-family,White,0.0,0.0,20.0,Yugoslavia,0,0
27.0,,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,0.0,0.0,40.0,Mexico,0,1
20.0,Private,HS-grad,9.0,Never-married,Adm-clerical,Own-child,Black,0.0,0.0,,,0,0
18.0,Local-gov,,6.0,Never-married,,Own-child,White,0.0,0.0,6.0,United-States,0,0
34.0,Private,HS-grad,9.0,,Craft-repair,Husband,White,0.0,,50.0,United-States,1,1
38.0,Private,,10.0,Divorced,Adm-clerical,,White,0.0,,40.0,United-States,0,0
40.0,,,13.0,Married-civ-spouse,Craft-repair,Husband,White,0.0,0.0,15.0,United-States,0,1
55.0,Private,Some-college,10.0,Divorced,Protective-serv,Not-in-family,White,0.0,0.0,40.0,United-States,0,1
35.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Wife,Black,0.0,0.0,40.0,United-States,1,0
